dataset,model,init,norm,seed,auc,auprc,val_auprc,best_epoch,train_time_s,mad,boot_auc_mean,boot_auc_std,boot_auprc_mean,boot_auprc_std,f1@90,prec@90,rec@90,f1@99,prec@99,rec@99,f1@99.9,prec@99.9,rec@99.9
yelp,GCN,xavier,batch,0,0.6360679544678464,0.26670068971114724,0.27284920488000725,297,166.4,0.022967707365751266,0.6365267674933295,0.008884844974318153,0.267016373248922,0.010240180594644618,0.24911347517730498,0.30543478260869567,0.21032934131736528,0.08403361344537816,0.6521739130434783,0.04491017964071856,0.008915304606240713,0.6,0.004491017964071856
yelp,GCN,xavier,batch,1,0.6314805152932423,0.2669305788827675,,-1,66.5,0.021831532940268517,0.6314337061457818,0.007558495834296849,0.2680997133825235,0.011729865265000389,0.26684397163120566,0.32717391304347826,0.2252994011976048,0.0784313725490196,0.6086956521739131,0.041916167664670656,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,xavier,batch,2,0.6333240469163506,0.27826437418504746,,-1,66.5,0.022237317636609077,0.6312503660325812,0.009520088009795013,0.27561279632926217,0.012860737582578474,0.2570921985815603,0.31521739130434784,0.21706586826347304,0.09523809523809523,0.7391304347826086,0.05089820359281437,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,xavier,batch,3,0.6224591296023025,0.263873211488477,,-1,66.5,0.019205927848815918,0.6218664331959426,0.00825709217813088,0.26499635427506607,0.011979480352566555,0.25443262411347517,0.3119565217391304,0.2148203592814371,0.08403361344537816,0.6521739130434783,0.04491017964071856,0.01337295690936107,0.9,0.006736526946107785
yelp,GCN,xavier,batch,4,0.6379311609723526,0.2906965095408628,,-1,66.5,0.018155673518776894,0.6390844286917265,0.008556186717415112,0.2936929400023665,0.014138614548277511,0.2738147984049623,0.3355048859934853,0.2312874251497006,0.09663865546218488,0.75,0.051646706586826345,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,xavier,layer,0,0.6072718838036758,0.22231402760095043,0.2669768635174122,295,166.6,0.0001431950950063765,0.6075280207951953,0.008290659949734304,0.2226431257279527,0.008607361405055948,0.225177304964539,0.27608695652173915,0.19011976047904192,0.05182072829131653,0.40217391304347827,0.027694610778443114,0.007429420505200594,0.5,0.0037425149700598802
yelp,GCN,xavier,layer,1,0.6046681776467432,0.246412317375862,,-1,66.6,0.0002732237335294485,0.6054213170609386,0.007750732166719923,0.2482077835185429,0.011086775258294343,0.25,0.3065217391304348,0.21107784431137724,0.07703081232492998,0.5978260869565217,0.04116766467065868,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,xavier,layer,2,0.6063766052416552,0.2412363624571022,,-1,66.6,0.00032229532371275127,0.6042869665504993,0.009019662611773858,0.23919508547052956,0.011074616793449345,0.2429078014184397,0.29782608695652174,0.20508982035928144,0.07563025210084033,0.5869565217391305,0.040419161676646706,0.01188707280832095,0.8,0.005988023952095809
yelp,GCN,xavier,layer,3,0.6067943034501262,0.25029536793058943,,-1,66.6,0.00025119000929407775,0.6067744002656643,0.008359660996177427,0.25163604249049387,0.01201487995151605,0.24468085106382978,0.3,0.20658682634730538,0.07703081232492998,0.5978260869565217,0.04116766467065868,0.014858841010401188,1.0,0.0074850299401197605
yelp,GCN,xavier,layer,4,0.6221856344591876,0.2665737996217463,,-1,66.6,0.0003431549412198365,0.6230238779185785,0.00933388886364002,0.26896496218717336,0.01363007575330224,0.26595744680851063,0.32608695652173914,0.2245508982035928,0.08683473389355742,0.6739130434782609,0.04640718562874251,0.014858841010401188,1.0,0.0074850299401197605
